gene,6419C5,6499C4,6694C2
Abcc1,-0.1587484186215855,0.6368489986668955,-0.3548106921472396
Abcc10,-0.4776408634115623,-0.6094168069737393,-0.1591502568478882
Abcc12,1.344326247790009,-0.07760766864592075,0.4635624764424864
Abcc2,-0.4703583527914403,0.480832780966654,-1.4402315106389407
Abcc3,-2.957678248675771,-1.2338884728040158,-3.0218513271302783
Abcc4,-0.9718539927792875,0.7440676200638352,-2.922101955059272
Abcc5,-2.4683468915064575,-0.35977884202080457,-2.2498993973797594
Abcc8,-0.5415545569578496,-0.2363734511862375,-2.220549527390746
Abcd1,-1.7983466849068086,-0.7925711906653254,0.34365424350469276
Abcd3,-1.077549826419773,-0.5970194353794147,-1.1881353564157076
Abcd4,0.21527086058207967,-0.8845412200203815,-0.3800419738540475
Abce1,0.3688420631803284,0.44229188247142304,0.30974420690928817
Abcf1,0.09366568311406098,0.3055700514248123,-0.02924615720317636
Abcf2,0.41777049497963414,0.07005749346456636,0.29225717431742737
Abcf3,-0.8057069227224547,-0.0015293245825498403,0.1627856003062247
Abcg1,0.3991363641874391,0.0,1.8096124530260715
Abcg2,-0.382650084549927,-0.5714244839627702,0.3866784522325486
Abcg5,-1.8106301268517921,-0.1485221806442136,0.2496275885813507
Abcg8,-2.143746871959111,-0.10675572171903633,0.050125988727696434
Abhd10,-0.3479729677834076,-0.10368839117885864,1.0930715175854588
Abhd11,-0.21379641691060147,-0.6312843082053807,0.8173886346224344
Abhd11os,-1.2164421026553407,-0.5939244511523954,0.031666512844460815
Abhd12,0.11763709303478276,-0.24041388138525832,0.07007010676970093
Abhd13,-0.01322051183556372,0.35375252218305686,-0.5866614249469828
Abhd14a,-0.22059252781260508,-0.6243686031369209,0.181213238065272
Abhd14b,-0.9709641858831004,-0.42047488679973855,-1.4257829002066802
Abhd16a,-0.5661648345094479,-0.02498405134426207,0.18448095132732156
Abhd17a,-0.199226981983867,-0.41153780332871914,-0.1351695157329642
Abhd17b,-0.10757952422882244,0.01679258567471731,-0.2727637955398441
Abhd17c,-0.8094583059696765,0.40281103586188394,-0.4278597845341885
